,Word,Graphemes,Word Length,Number of Graphemes,Number of Vowels,Number of Consonants,Characters per Grapheme
7242,religious,re-l-i-g-io-u-s,9,7,5,4,1.2857142857142858
7243,reload,re-l-oa-d,6,4,3,3,1.5
7244,relocation,re-l-o-c-a-ti-o-n,10,8,5,5,1.25
7245,rely,re-l-y,4,3,1,3,1.3333333333333333
7246,relying,re-l-y-i-ng,7,5,2,5,1.4
7247,remain,re-m-ai-n,6,4,3,3,1.5
7248,remainder,re-m-ai-nd-er,9,5,4,5,1.8
7249,remained,re-m-ai-n-ed,8,5,4,4,1.6
7250,remaining,re-m-ai-n-i-ng,9,6,4,5,1.5
7251,remains,re-m-ai-n-s,7,5,3,4,1.4
7252,remark,re-m-ar-k,6,4,2,4,1.5
7253,remarkable,re-m-ar-k-a-b-le,10,7,4,6,1.4285714285714286
7254,remarks,re-m-ar-k-s,7,5,2,5,1.4
7255,remedies,re-me-di-es,8,4,4,4,2.0
7256,remedy,re-me-d-y,6,4,2,4,1.5
7257,remember,re-me-mb-er,8,4,3,5,2.0
7258,remembered,re-me-mb-er-ed,10,5,4,6,2.0
7259,remind,re-m-i-nd,6,4,2,4,1.5
7260,reminder,re-m-ai-nd-er,8,5,3,5,1.6
7261,remix,re-m-i-x,5,4,2,3,1.25
7262,remote,re-m-o-te,6,4,3,3,1.5
7263,removable,re-m-o-v-a-b-le,9,7,4,5,1.2857142857142858
7264,removal,re-m-o-v-al,7,5,3,4,1.4
7265,remove,re-m-o-ve,6,4,3,3,1.5
7266,removed,re-m-o-v-ed,7,5,3,4,1.4
7267,removing,re-m-o-v-i-ng,8,6,3,5,1.3333333333333333
7268,renaissance,re-n-ai-ss-a-nc-e,11,7,5,6,1.5714285714285714
7269,render,re-nd-er,6,3,2,4,2.0
7270,rendered,re-nd-er-ed,8,4,3,5,2.0
7271,rendering,re-nd-er-i-ng,9,5,3,6,1.8
7272,renew,re-n-ew,5,3,2,3,1.6666666666666667
7273,renewable,re-n-ew-a-b-le,9,6,4,5,1.5
7274,renewal,re-n-ew-al,7,4,3,4,1.75
7275,reno,re-n-o,4,3,2,2,1.3333333333333333
7276,rent,re-nt,4,2,1,3,2.0
7277,rental,re-nt-al,6,3,2,4,2.0
7278,rentals,re-nt-al-s,7,4,2,5,1.75
7279,rep,r-e-p,3,3,1,2,1.0
7280,repair,re-p-ai-r,6,4,3,3,1.5
7281,repairs,re-p-ai-r-s,7,5,3,4,1.4
7282,repeat,re-p-ea-t,6,4,3,3,1.5
7283,repeated,re-p-ea-t-ed,8,5,4,4,1.6
7284,replace,re-p-l-a-ce,7,5,3,4,1.4
7285,replaced,re-p-l-a-c-ed,8,6,3,5,1.3333333333333333
7286,replacement,re-p-l-a-ce-me-nt,11,7,4,7,1.5714285714285714
7287,replacing,re-p-l-a-ci-ng,9,6,3,6,1.5
7288,replica,re-p-l-i-c-a,7,6,3,4,1.1666666666666667
7289,replication,re-p-l-i-c-a-ti-o-n,11,9,5,6,1.2222222222222223
7290,replied,re-p-l-ie-d,7,5,3,4,1.4
7291,replies,re-p-l-ie-s,7,5,3,4,1.4
7292,reply,re-p-l-y,5,4,1,4,1.25
7293,report,re-p-or-t,6,4,2,4,1.5
7294,reported,re-p-or-t-ed,8,5,3,5,1.6
7295,reporter,re-p-or-t-er,8,5,3,5,1.6
7296,reporters,re-p-or-t-er-s,9,6,3,6,1.5
7297,reporting,re-p-or-t-i-ng,9,6,3,6,1.5
7298,reports,re-p-or-t-s,7,5,2,5,1.4
7299,repository,re-p-o-si-t-or-y,10,7,4,6,1.4285714285714286
7300,represent,re-p-re-se-nt,9,5,3,6,1.8
7301,representation,re-p-re-se-nt-a-ti-o-n,14,9,6,8,1.5555555555555556
7302,representations,re-p-re-se-nt-a-ti-o-n-s,15,10,6,9,1.5
7303,representative,re-p-re-se-nt-at-i-ve,14,8,6,8,1.75
7304,representatives,re-p-re-se-nt-at-i-ve-s,15,9,6,9,1.6666666666666667
7305,represented,re-p-re-se-nt-ed,11,6,4,7,1.8333333333333333
7306,representing,re-p-re-se-nt-i-ng,12,7,4,8,1.7142857142857142
7307,represents,re-p-re-se-nt-s,10,6,3,7,1.6666666666666667
7308,reprint,re-p-r-i-nt,7,5,2,5,1.4
7309,reprints,re-p-r-i-nt-s,8,6,2,6,1.3333333333333333
7310,reproduce,re-p-r-o-d-u-ce,9,7,4,5,1.2857142857142858
7311,reproduced,re-p-r-o-d-u-c-ed,10,8,4,6,1.25
7312,reproduction,re-p-r-o-d-u-c-ti-o-n,12,10,5,7,1.2
7313,reproductive,re-p-r-o-d-u-ct-i-ve,12,9,5,7,1.3333333333333333
7314,republic,re-p-u-b-l-i-c,8,7,3,5,1.1428571428571428
7315,republican,re-p-u-b-l-i-c-a-n,10,9,4,6,1.1111111111111112
7316,republicans,re-p-u-b-l-i-c-a-n-s,11,10,4,7,1.1
7317,reputation,re-p-u-t-a-ti-o-n,10,8,5,5,1.25
7318,request,re-que-st,7,3,3,4,2.3333333333333335
7319,requested,re-que-st-ed,9,4,4,5,2.25
7320,requesting,re-que-st-i-ng,10,5,4,6,2.0
7321,requests,re-que-st-s,8,4,3,5,2.0
7322,require,re-qu-i-re,7,4,4,3,1.75
7323,required,re-qu-i-re-d,8,5,4,4,1.6
7324,requirement,re-qu-i-re-me-nt,11,6,5,6,1.8333333333333333
7325,requirements,re-qu-i-re-me-nt-s,12,7,5,7,1.7142857142857142
7326,requires,re-qu-i-re-s,8,5,4,4,1.6
7327,requiring,re-qu-i-r-i-ng,9,6,4,5,1.5
7328,res,r-es,3,2,1,2,1.5
7329,rescue,r-es-c-ue,6,4,3,3,1.5
7330,research,r-es-ear-ch,8,4,3,5,2.0
7331,researcher,r-es-ear-ch-er,10,5,4,6,2.0
7332,researchers,r-es-ear-ch-er-s,11,6,4,7,1.8333333333333333
7333,reseller,re-se-ll-er,8,4,3,5,2.0
7334,reservation,r-es-er-v-a-ti-o-n,11,8,5,6,1.375
7335,reservations,r-es-er-v-a-ti-o-n-s,12,9,5,7,1.3333333333333333
7336,reserve,r-es-er-ve,7,4,3,4,1.75
7337,reserved,r-es-er-v-ed,8,5,3,5,1.6
7338,reserves,r-es-er-v-es,8,5,3,5,1.6
7339,reservoir,r-es-er-v-oi-r,9,6,4,5,1.5
7340,reset,r-es-et,5,3,2,3,1.6666666666666667
7341,residence,r-es-i-de-nc-e,9,6,4,5,1.5
7342,resident,r-es-i-de-nt,8,5,3,5,1.6
7343,residential,r-es-i-de-n-ti-al,11,7,5,6,1.5714285714285714
7344,residents,r-es-i-de-nt-s,9,6,3,6,1.5
7345,resist,re-si-st,6,3,2,4,2.0
7346,resistance,re-si-st-a-nc-e,10,6,4,6,1.6666666666666667
7347,resistant,re-si-st-a-nt,9,5,3,6,1.8
7348,resolution,re-s-ol-u-ti-o-n,10,7,5,5,1.4285714285714286
7349,resolutions,re-s-ol-u-ti-o-n-s,11,8,5,6,1.375
7350,resolve,re-s-ol-ve,7,4,3,4,1.75
7351,resolved,re-s-ol-v-ed,8,5,3,5,1.6
7352,resort,re-s-or-t,6,4,2,4,1.5
7353,resorts,re-s-or-ts,7,4,2,5,1.75
7354,resource,re-s-our-ce,8,4,4,4,2.0
7355,resources,re-s-our-c-es,9,5,4,5,1.8
7356,respect,re-s-pe-ct,7,4,2,5,1.75
7357,respected,re-s-pe-ct-ed,9,5,3,6,1.8
7358,respective,re-s-pe-ct-i-ve,10,6,4,6,1.6666666666666667
7359,respectively,re-s-pe-ct-i-ve-l-y,12,8,4,8,1.5
7360,respiratory,re-s-p-ir-at-or-y,11,7,4,7,1.5714285714285714
7361,respond,r-es-p-o-nd,7,5,2,5,1.4
7362,responded,r-es-p-o-nd-ed,9,6,3,6,1.5
7363,respondent,r-es-p-o-nd-e-nt,10,7,3,7,1.4285714285714286
7364,respondents,r-es-p-o-nd-e-nt-s,11,8,3,8,1.375
7365,responding,r-es-p-o-nd-i-ng,10,7,3,7,1.4285714285714286
7366,response,r-es-p-o-n-se,8,6,3,5,1.3333333333333333
7367,responses,r-es-p-o-n-s-es,9,7,3,6,1.2857142857142858
7368,responsibilities,r-es-p-o-n-si-b-i-l-it-ie-s,16,12,7,9,1.3333333333333333
7369,responsibility,r-es-p-o-n-si-b-i-l-it-y,14,11,5,9,1.2727272727272727
7370,responsible,r-es-p-o-n-si-b-le,11,8,4,7,1.375
7371,rest,re-st,4,2,1,3,2.0
7372,restaurant,re-st-au-r-a-nt,10,6,4,6,1.6666666666666667
7373,restaurants,re-st-au-r-a-nt-s,11,7,4,7,1.5714285714285714
7374,restoration,re-st-or-a-ti-o-n,11,7,5,6,1.5714285714285714
7375,restore,re-st-ore,7,3,3,4,2.3333333333333335
7376,restored,re-st-or-ed,8,4,3,5,2.0
7377,restrict,re-st-r-i-ct,8,5,2,6,1.6
7378,restricted,re-st-r-i-ct-ed,10,6,3,7,1.6666666666666667
7379,restriction,re-st-r-i-c-ti-o-n,11,8,4,7,1.375
7380,restrictions,re-st-r-i-c-ti-o-n-s,12,9,4,8,1.3333333333333333
7381,restructuring,re-st-r-u-ct-ur-i-ng,13,8,4,9,1.625
7382,result,re-s-u-l-t,6,5,2,4,1.2
7383,resulted,re-s-u-l-t-ed,8,6,3,5,1.3333333333333333
7384,resulting,re-s-u-l-t-i-ng,9,7,3,6,1.2857142857142858
7385,results,re-s-u-l-t-s,7,6,2,5,1.1666666666666667
7386,resume,re-s-u-me,6,4,3,3,1.5
7387,resumes,re-s-u-me-s,7,5,3,4,1.4
7388,retail,re-t-ai-l,6,4,3,3,1.5
7389,retailer,re-t-ai-l-er,8,5,4,4,1.6
7390,retailers,re-t-ai-l-er-s,9,6,4,5,1.5
7391,retain,re-t-ai-n,6,4,3,3,1.5
7392,retained,re-t-ai-n-ed,8,5,4,4,1.6
7393,retention,re-t-e-n-ti-o-n,9,7,4,5,1.2857142857142858
7394,retired,re-t-ir-ed,7,4,3,4,1.75
7395,retirement,re-t-ire-me-nt,10,5,4,6,2.0
7396,retreat,re-t-re-at,7,4,3,4,1.75
7397,retrieval,re-t-r-ie-v-al,9,6,4,5,1.5
7398,retrieve,re-t-r-ie-ve,8,5,4,4,1.6
7399,retrieved,re-t-r-ie-v-ed,9,6,4,5,1.5
7400,retro,re-t-r-o,5,4,2,3,1.25
7401,return,re-t-ur-n,6,4,2,4,1.5
7402,returned,re-t-ur-n-ed,8,5,3,5,1.6
7403,returning,re-t-ur-n-i-ng,9,6,3,6,1.5
7404,returns,re-t-ur-n-s,7,5,2,5,1.4
7405,reunion,re-u-n-io-n,7,5,4,3,1.4
7406,reuters,r-eu-t-er-s,7,5,3,4,1.4
7407,rev,r-e-v,3,3,1,2,1.0
7408,reveal,re-v-ea-l,6,4,3,3,1.5
7409,revealed,re-v-ea-l-ed,8,5,4,4,1.6
7410,reveals,re-v-ea-l-s,7,5,3,4,1.4
7411,revelation,r-e-v-e-l-a-ti-o-n,10,9,5,5,1.1111111111111112
7412,revenge,re-v-e-ng-e,7,5,3,4,1.4
7413,revenue,re-ve-n-ue,7,4,4,3,1.75
7414,revenues,re-ve-n-ue-s,8,5,4,4,1.6
7415,reverse,re-v-er-se,7,4,3,4,1.75
7416,review,re-v-i-ew,6,4,3,3,1.5
7417,reviewed,re-v-i-ew-ed,8,5,4,4,1.6
7418,reviewer,re-v-i-ew-er,8,5,4,4,1.6
7419,reviewing,re-v-i-ew-i-ng,9,6,4,5,1.5
7420,reviews,re-v-i-ew-s,7,5,3,4,1.4
7421,revised,re-v-is-ed,7,4,3,4,1.75
7422,revision,re-v-i-si-o-n,8,6,4,4,1.3333333333333333
7423,revisions,re-v-i-si-o-n-s,9,7,4,5,1.2857142857142858
7424,revolution,re-v-ol-u-ti-o-n,10,7,5,5,1.4285714285714286
7425,revolutionary,re-v-ol-u-ti-o-n-ar-y,13,9,6,7,1.4444444444444444
7426,reward,re-w-ar-d,6,4,2,4,1.5
7427,rewards,re-w-ar-d-s,7,5,2,5,1.4
7428,reynolds,r-ey-n-ol-d-s,8,6,2,6,1.3333333333333333
7429,rhode,rh-o-de,5,3,2,3,1.6666666666666667
7430,rhythm,rh-y-th-m,6,4,0,6,1.5
7431,ribbon,r-i-bb-o-n,6,5,2,4,1.2
7432,rice,r-i-ce,4,3,2,2,1.3333333333333333
7433,rich,r-i-ch,4,3,1,3,1.3333333333333333
7434,richard,r-i-ch-ar-d,7,5,2,5,1.4
7435,richards,r-i-ch-ar-d-s,8,6,2,6,1.3333333333333333
7436,richardson,r-i-ch-ar-d-s-o-n,10,8,3,7,1.25
7437,richmond,r-i-ch-m-o-nd,8,6,2,6,1.3333333333333333
7438,rick,r-i-ck,4,3,1,3,1.3333333333333333
7439,ricky,r-i-ck-y,5,4,1,4,1.25
7440,rico,r-i-c-o,4,4,2,2,1.0
7441,rid,r-i-d,3,3,1,2,1.0
7442,ride,r-i-de,4,3,2,2,1.3333333333333333
7443,rider,r-i-d-er,5,4,2,3,1.25
7444,riders,r-i-d-er-s,6,5,2,4,1.2
7445,rides,r-i-de-s,5,4,2,3,1.25
7446,ridge,r-i-dge,5,3,2,3,1.6666666666666667
7447,riding,r-i-d-i-ng,6,5,2,4,1.2
7448,right,r-i-gh-t,5,4,1,4,1.25
7449,rights,r-i-gh-ts,6,4,1,5,1.5
7450,rim,r-i-m,3,3,1,2,1.0
7451,ring,r-i-ng,4,3,1,3,1.3333333333333333
7452,rings,r-i-ng-s,5,4,1,4,1.25
7453,ringtone,r-i-ng-t-o-ne,8,6,3,5,1.3333333333333333
7454,ringtones,r-i-ng-t-o-ne-s,9,7,3,6,1.2857142857142858
7455,rio,r-io,3,2,2,1,1.5
7456,rip,r-i-p,3,3,1,2,1.0
7457,ripe,r-i-pe,4,3,2,2,1.3333333333333333
7458,rise,r-i-se,4,3,2,2,1.3333333333333333
7459,rising,r-i-s-i-ng,6,5,2,4,1.2
7460,risk,r-i-sk,4,3,1,3,1.3333333333333333
7461,risks,r-i-sk-s,5,4,1,4,1.25
7462,river,r-i-v-er,5,4,2,3,1.25
7463,rivers,r-i-v-er-s,6,5,2,4,1.2
7464,riverside,r-i-v-er-s-i-de,9,7,4,5,1.2857142857142858
7465,road,r-oa-d,4,3,2,2,1.3333333333333333
7466,roads,r-oa-d-s,5,4,2,3,1.25
7467,rob,r-o-b,3,3,1,2,1.0
7468,robbie,r-o-bb-ie,6,4,3,3,1.5
7469,robert,r-o-b-er-t,6,5,2,4,1.2
7470,roberts,r-o-b-er-ts,7,5,2,5,1.4
7471,robertson,r-o-b-er-t-s-o-n,9,8,3,6,1.125
7472,robin,r-o-b-i-n,5,5,2,3,1.0
7473,robinson,r-o-b-i-n-s-o-n,8,8,3,5,1.0
7474,robot,r-o-b-ot,5,4,2,3,1.25
7475,robots,r-o-b-ot-s,6,5,2,4,1.2
7476,robust,r-o-b-u-st,6,5,2,4,1.2
7477,rochester,r-o-ch-e-st-er,9,6,3,6,1.5
7478,rock,r-o-ck,4,3,1,3,1.3333333333333333
7479,rocket,r-o-ck-et,6,4,2,4,1.5
7480,rocks,r-o-ck-s,5,4,1,4,1.25
7481,rocky,r-o-ck-y,5,4,1,4,1.25
7482,rod,r-o-d,3,3,1,2,1.0
7483,roger,r-o-g-er,5,4,2,3,1.25
7484,rogers,r-o-g-er-s,6,5,2,4,1.2
7485,roland,r-ol-a-nd,6,4,2,4,1.5
7486,role,r-o-le,4,3,2,2,1.3333333333333333
7487,roles,r-o-le-s,5,4,2,3,1.25
7488,roll,r-o-ll,4,3,1,3,1.3333333333333333
7489,rolled,r-o-ll-ed,6,4,2,4,1.5
7490,roller,r-o-ll-er,6,4,2,4,1.5
7491,rolling,r-o-ll-i-ng,7,5,2,5,1.4
7492,rolls,r-o-ll-s,5,4,1,4,1.25
7493,rom,r-o-m,3,3,1,2,1.0
7494,roman,r-o-m-a-n,5,5,2,3,1.0
7495,romance,r-o-m-a-nc-e,7,6,3,4,1.1666666666666667
7496,romania,r-o-m-a-n-ia,7,6,4,3,1.1666666666666667
7497,romantic,r-o-m-a-nt-i-c,8,7,3,5,1.1428571428571428
7498,rome,r-o-me,4,3,2,2,1.3333333333333333
7499,ron,r-o-n,3,3,1,2,1.0
7500,ronald,r-o-n-al-d,6,5,2,4,1.2
7501,roof,r-oo-f,4,3,2,2,1.3333333333333333
7502,room,r-oo-m,4,3,2,2,1.3333333333333333
7503,roommate,r-oo-m-m-a-te,8,6,4,4,1.3333333333333333
7504,roommates,r-oo-m-m-a-te-s,9,7,4,5,1.2857142857142858
7505,rooms,r-oo-m-s,5,4,2,3,1.25
7506,root,r-oo-t,4,3,2,2,1.3333333333333333
7507,roots,r-oo-ts,5,3,2,3,1.6666666666666667
7508,rope,r-o-pe,4,3,2,2,1.3333333333333333
7509,rosa,r-o-s-a,4,4,2,2,1.0
7510,rose,r-o-se,4,3,2,2,1.3333333333333333
7511,roses,r-o-se-s,5,4,2,3,1.25
7512,ross,r-o-ss,4,3,1,3,1.3333333333333333
7513,roster,r-o-st-er,6,4,2,4,1.5
7514,rotary,r-ot-ar-y,6,4,2,4,1.5
7515,rotation,r-ot-a-ti-o-n,8,6,4,4,1.3333333333333333
7516,rouge,r-ou-ge,5,3,3,2,1.6666666666666667
7517,rough,r-ou-gh,5,3,2,3,1.6666666666666667
7518,roughly,r-ou-gh-l-y,7,5,2,5,1.4
7519,roulette,r-ou-le-tt-e,8,5,4,4,1.6
7520,round,r-ou-nd,5,3,2,3,1.6666666666666667
7521,rounds,r-ou-nd-s,6,4,2,4,1.5
7522,route,r-ou-te,5,3,3,2,1.6666666666666667
7523,router,r-ou-t-er,6,4,3,3,1.5
7524,routers,r-ou-t-er-s,7,5,3,4,1.4
7525,routes,r-ou-te-s,6,4,3,3,1.5
7526,routine,r-ou-t-i-ne,7,5,4,3,1.4
7527,routines,r-ou-t-i-ne-s,8,6,4,4,1.3333333333333333
7528,routing,r-ou-t-i-ng,7,5,3,4,1.4
7529,rover,r-o-v-er,5,4,2,3,1.25
7530,row,r-ow,3,2,1,2,1.5
7531,rows,r-ow-s,4,3,1,3,1.3333333333333333
7532,roy,r-oy,3,2,1,2,1.5
7533,royal,r-oy-al,5,3,2,3,1.6666666666666667
7534,royalty,r-oy-al-t-y,7,5,2,5,1.4
7535,rubber,r-u-bb-er,6,4,2,4,1.5
7536,ruby,r-u-b-y,4,4,1,3,1.0
7537,rug,r-u-g,3,3,1,2,1.0
7538,rugby,r-u-g-b-y,5,5,1,4,1.0
7539,rugs,r-u-g-s,4,4,1,3,1.0
7540,rule,r-u-le,4,3,2,2,1.3333333333333333
7541,ruled,r-u-l-ed,5,4,2,3,1.25
7542,rules,r-u-le-s,5,4,2,3,1.25
7543,ruling,r-u-l-i-ng,6,5,2,4,1.2
7544,run,r-u-n,3,3,1,2,1.0
7545,runner,r-u-nn-er,6,4,2,4,1.5
7546,running,r-u-nn-i-ng,7,5,2,5,1.4
7547,runs,r-u-n-s,4,4,1,3,1.0
7548,runtime,r-u-n-t-i-me,7,6,3,4,1.1666666666666667
7549,rural,r-ur-al,5,3,2,3,1.6666666666666667
7550,rush,r-u-sh,4,3,1,3,1.3333333333333333
7551,russell,r-u-ss-e-ll,7,5,2,5,1.4
7552,russia,r-u-ss-ia,6,4,3,3,1.5
7553,russian,r-u-ss-ia-n,7,5,3,4,1.4
7554,ruth,r-u-th,4,3,1,3,1.3333333333333333
7555,rwanda,r-w-a-nd-a,6,5,2,4,1.2
7556,ryan,r-y-a-n,4,4,1,3,1.0
7557,sacramento,s-a-c-r-a-me-nt-o,10,8,4,6,1.25
7558,sacred,s-a-c-r-ed,6,5,2,4,1.2
7559,sacrifice,s-a-c-r-i-f-i-ce,9,8,4,5,1.125
7560,sad,s-a-d,3,3,1,2,1.0
7561,saddam,s-a-dd-a-m,6,5,2,4,1.2
7562,safari,s-a-f-ar-i,6,5,3,3,1.2
7563,safe,s-a-fe,4,3,2,2,1.3333333333333333
7564,safely,s-a-fe-l-y,6,5,2,4,1.2
7565,safer,s-a-f-er,5,4,2,3,1.25
7566,safety,s-a-f-et-y,6,5,2,4,1.2
7567,sage,s-a-ge,4,3,2,2,1.3333333333333333
7568,said,s-ai-d,4,3,2,2,1.3333333333333333
7569,sail,s-ai-l,4,3,2,2,1.3333333333333333
7570,sailing,s-ai-l-i-ng,7,5,3,4,1.4
7571,saint,s-ai-nt,5,3,2,3,1.6666666666666667
7572,saints,s-ai-nt-s,6,4,2,4,1.5
7573,sake,s-a-ke,4,3,2,2,1.3333333333333333
7574,salad,s-al-a-d,5,4,2,3,1.25
7575,salaries,s-al-ar-ie-s,8,5,4,4,1.6
7576,salary,s-al-ar-y,6,4,2,4,1.5
7577,sale,s-a-le,4,3,2,2,1.3333333333333333
7578,salem,s-al-e-m,5,4,2,3,1.25
7579,sales,s-a-le-s,5,4,2,3,1.25
7580,sally,s-a-ll-y,5,4,1,4,1.25
7581,salmon,s-al-m-o-n,6,5,2,4,1.2
7582,salon,s-al-o-n,5,4,2,3,1.25
7583,salt,s-al-t,4,3,1,3,1.3333333333333333
7584,salvador,s-al-v-a-d-or,8,6,3,5,1.3333333333333333
7585,salvation,s-al-v-a-ti-o-n,9,7,4,5,1.2857142857142858
7586,sam,s-a-m,3,3,1,2,1.0
7587,samba,s-a-mb-a,5,4,2,3,1.25
7588,same,s-a-me,4,3,2,2,1.3333333333333333
7589,samoa,s-a-m-oa,5,4,3,2,1.25
7590,sample,s-a-m-p-le,6,5,2,4,1.2
7591,samples,s-a-m-p-le-s,7,6,2,5,1.1666666666666667
7592,sampling,s-a-m-p-l-i-ng,8,7,2,6,1.1428571428571428
7593,samsung,s-a-m-s-u-ng,7,6,2,5,1.1666666666666667
7594,samuel,s-a-m-ue-l,6,5,3,3,1.2
7595,san,s-a-n,3,3,1,2,1.0
7596,sand,s-a-nd,4,3,1,3,1.3333333333333333
7597,sandra,s-a-nd-r-a,6,5,2,4,1.2
7598,sandwich,s-a-nd-wi-ch,8,5,2,6,1.6
7599,sandy,s-a-nd-y,5,4,1,4,1.25
7600,sans,s-a-n-s,4,4,1,3,1.0
7601,santa,s-a-nt-a,5,4,2,3,1.25
7602,sanyo,s-a-n-y-o,5,5,2,3,1.0
7603,sao,s-ao,3,2,2,1,1.5
7604,sap,s-a-p,3,3,1,2,1.0
7605,sapphire,s-a-p-ph-ire,8,5,3,5,1.6
7606,sara,s-ar-a,4,3,2,2,1.3333333333333333
7607,sarah,s-ar-ah,5,3,2,3,1.6666666666666667
7608,sas,s-as,3,2,1,2,1.5
7609,saskatchewan,s-as-k-at-ch-ew-a-n,12,8,4,8,1.5
7610,sat,s-at,3,2,1,2,1.5
7611,satellite,s-at-e-ll-i-te,9,6,4,5,1.5
7612,satin,s-at-i-n,5,4,2,3,1.25
7613,satisfaction,s-at-is-f-a-c-ti-o-n,12,9,5,7,1.3333333333333333
7614,satisfactory,s-at-is-f-a-c-t-or-y,12,9,4,8,1.3333333333333333
7615,satisfied,s-at-is-f-ie-d,9,6,4,5,1.5
7616,satisfy,s-at-is-f-y,7,5,2,5,1.4
7617,saturday,s-at-ur-d-ay,8,5,3,5,1.6
7618,saturn,s-at-ur-n,6,4,2,4,1.5
7619,sauce,s-au-ce,5,3,3,2,1.6666666666666667
7620,saudi,s-au-di,5,3,3,2,1.6666666666666667
7621,savage,s-a-v-a-ge,6,5,3,3,1.2
7622,savannah,s-a-v-a-nn-ah,8,6,3,5,1.3333333333333333
7623,save,s-a-ve,4,3,2,2,1.3333333333333333
7624,saved,s-a-v-ed,5,4,2,3,1.25
7625,saver,s-a-v-er,5,4,2,3,1.25
7626,saves,s-a-v-es,5,4,2,3,1.25
7627,saving,s-a-v-i-ng,6,5,2,4,1.2
7628,savings,s-a-v-i-ng-s,7,6,2,5,1.1666666666666667
7629,saw,s-aw,3,2,1,2,1.5
7630,say,s-ay,3,2,1,2,1.5
7631,saying,s-ay-i-ng,6,4,2,4,1.5
7632,says,s-ay-s,4,3,1,3,1.3333333333333333
7633,scale,sc-a-le,5,3,2,3,1.6666666666666667
7634,scales,sc-a-le-s,6,4,2,4,1.5
7635,scan,sc-a-n,4,3,1,3,1.3333333333333333
7636,scanned,sc-a-nn-ed,7,4,2,5,1.75
7637,scanner,sc-a-nn-er,7,4,2,5,1.75
7638,scanners,sc-a-nn-er-s,8,5,2,6,1.6
7639,scanning,sc-a-nn-i-ng,8,5,2,6,1.6
7640,scared,sc-ar-ed,6,3,2,4,2.0
7641,scary,sc-ar-y,5,3,1,4,1.6666666666666667
7642,scenario,sc-e-n-ar-io,8,5,4,4,1.6
7643,scenarios,sc-e-n-ar-io-s,9,6,4,5,1.5
7644,scene,sc-e-ne,5,3,2,3,1.6666666666666667
7645,scenes,sc-e-ne-s,6,4,2,4,1.5
7646,scenic,sc-e-n-i-c,6,5,2,4,1.2
7647,schedule,s-ch-ed-u-le,8,5,3,5,1.6
7648,scheduled,s-ch-ed-u-l-ed,9,6,3,6,1.5
7649,schedules,s-ch-ed-u-le-s,9,6,3,6,1.5
7650,scheduling,s-ch-ed-u-l-i-ng,10,7,3,7,1.4285714285714286
7651,schema,s-ch-e-m-a,6,5,2,4,1.2
7652,scheme,s-ch-e-me,6,4,2,4,1.5
7653,schemes,s-ch-e-me-s,7,5,2,5,1.4
7654,scholar,s-ch-ol-ar,7,4,2,5,1.75
7655,scholars,s-ch-ol-ar-s,8,5,2,6,1.6
7656,scholarship,s-ch-ol-ar-sh-i-p,11,7,3,8,1.5714285714285714
7657,scholarships,s-ch-ol-ar-sh-i-p-s,12,8,3,9,1.5
7658,school,s-ch-oo-l,6,4,2,4,1.5
7659,schools,s-ch-oo-l-s,7,5,2,5,1.4
7660,sci,sci,3,1,1,2,3.0
7661,science,sc-ie-nc-e,7,4,3,4,1.75
7662,sciences,sc-ie-nc-es,8,4,3,5,2.0
7663,scientific,sc-ie-nt-i-f-i-c,10,7,4,6,1.4285714285714286
7664,scientist,sc-ie-nt-i-st,9,5,3,6,1.8
7665,scientists,sc-ie-nt-i-st-s,10,6,3,7,1.6666666666666667
7666,scoop,sc-oo-p,5,3,2,3,1.6666666666666667
7667,scope,sc-o-pe,5,3,2,3,1.6666666666666667
7668,score,sc-o-re,5,3,2,3,1.6666666666666667
7669,scored,sc-o-re-d,6,4,2,4,1.5
7670,scores,sc-o-re-s,6,4,2,4,1.5
7671,scoring,sc-or-i-ng,7,4,2,5,1.75
7672,scotia,sc-o-ti-a,6,4,3,3,1.5
7673,scotland,sc-ot-l-a-nd,8,5,2,6,1.6
7674,scott,sc-o-tt,5,3,1,4,1.6666666666666667
7675,scottish,sc-o-tt-i-sh,8,5,2,6,1.6
7676,scout,sc-ou-t,5,3,2,3,1.6666666666666667
7677,scratch,sc-r-at-ch,7,4,1,6,1.75
7678,screen,sc-r-ee-n,6,4,2,4,1.5
7679,screening,sc-r-ee-n-i-ng,9,6,3,6,1.5
7680,screens,sc-r-ee-n-s,7,5,2,5,1.4
7681,screensaver,sc-r-ee-n-s-a-v-er,11,8,4,7,1.375
7682,screensavers,sc-r-ee-n-s-a-v-er-s,12,9,4,8,1.3333333333333333
7683,screenshot,sc-r-ee-n-sh-ot,10,6,3,7,1.6666666666666667
7684,screenshots,sc-r-ee-n-sh-ot-s,11,7,3,8,1.5714285714285714
7685,screw,sc-r-ew,5,3,1,4,1.6666666666666667
7686,script,sc-r-i-pt,6,4,1,5,1.5
7687,scripting,sc-r-i-pt-i-ng,9,6,2,7,1.5
7688,scripts,sc-r-i-pt-s,7,5,1,6,1.4
7689,scroll,sc-r-o-ll,6,4,1,5,1.5
7690,scuba,sc-u-b-a,5,4,2,3,1.25
7691,sculpture,sc-ul-pt-u-re,9,5,3,6,1.8
7692,sea,s-ea,3,2,2,1,1.5
